block idx,date start,challenge item name,lexical item name,frequency,concreteness,linguistic category,lexical class,E/M/H,noise,un/trained,difficulty rating,distractor num,foil 1,foil 2,foil 3,foil 4,foil 5,accuracy,rt (sec),incorrect-foil name,incorrect-foil type,incorrect-foil p-type,replay counter,
359,2017-02-01 15:38:46,the woman is violent,violent,6,4,adj_sentence,adjective,EasySentence,Noise5,0,0.6143,5,s2,un,un,p2,p1,1,3.2303,,,,0,
359,2017-02-01 15:38:46,a blank invitation,blank,6,4,adj_phrase,adjective,EasySentence,Noise5,0,0.6143,5,p2,s2,un,p1,s1,1,2.6623,,,,0,
359,2017-02-01 15:38:46,the man blends,blend,5,5,verb_intransitive,verb,EasySentence,Noise5,0,0.6089,5,s1,p3,p1,un,p2,1,6.2839,,,,0,
359,2017-02-01 15:38:46,the serious person,serious,8,2,adj_phrase,adjective,EasySentence,Noise5,0,0.625,5,p1,p2,s2,s1,un,1,3.4119,,,,0,
359,2017-02-01 15:38:46,inside the bowl,inside,5,3,prep_phrase,preposition,EasySentence,Noise5,0,0.6089,4,other,foil 2,foil 3,foil 1,,1,8.3194,,,,1,
359,2017-02-01 15:38:46,The person glows,glow,3,4,verb_intransitive,verb,EasySentence,Noise5,0,0.6357,4,s1,p1,p2,s2,,1,4.4468,,,,0,
359,2017-02-01 15:38:46,the lady is sick,sick,7,3,adj_sentence,adjective,EasySentence,Noise5,0,0.6196,5,s2,p2,s1,p1,un,1,3.6715,,,,0,
360,2017-02-01 15:43:03,he makes some bread for dinner,make,8,3,verb_transitivePP,verb,HardSentence,NoNoise,0,0.625,4,s1,p3,un,p2,,1,5.136,,,,0,
360,2017-02-01 15:43:03,The boy pays with his family,pay,8,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.625,5,un,p3,p1,s1,p2,1,8.1597,,,,0,
360,2017-02-01 15:43:03,he drops on his own,drop,7,6,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6196,5,s2,p1,p2,p3,s1,1,11.8941,,,,1,
360,2017-02-01 15:43:03,The happy child breathes,happy,8,3,adj_intrans_sent,adjective,HardSentence,NoNoise,0,0.625,4,un,s2,s3,s1,,1,13.5114,,,,1,
360,2017-02-01 15:43:03,the man supervises his colleague at work,supervise,4,2,verb_transitivePP,verb,HardSentence,NoNoise,0,0.6411,2,s2,p1,,,,1,12.4374,,,,1,
360,2017-02-01 15:43:03,the man jokes with the woman,joke,6,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6143,3,s2,p2,s1,,,1,3.5555,,,,0,
360,2017-02-01 15:43:03,he breaks some bread for dinner,break,8,5,verb_transitivePP,verb,HardSentence,NoNoise,0,0.625,5,un,p2,p1,p3,s1,1,3.1897,,,,0,
360,2017-02-01 15:43:03,the man supervises at work,supervise,4,2,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6411,2,un,p1,,,,1,21.84,,,,2,
360,2017-02-01 15:43:03,The woman puts the food on the table,put,8,3,verb_ditransitive,verb,HardSentence,NoNoise,0,0.625,4,s1,un,p1,p2,,1,6.994,,,,0,
360,2017-02-01 15:43:03,santa makes the child a gift,make,8,3,verb_ditransitive,verb,HardSentence,NoNoise,0,0.625,4,p3,p2,un,un,,1,24.8696,,,,3,
360,2017-02-01 15:43:03,They elect the woman,elect,5,2,verb_transitive,verb,HardSentence,NoNoise,0,0.6089,2,s2,p1,,,,1,3.3041,,,,0,
360,2017-02-01 15:43:03,the cold man looks,cold,8,5,adj_intrans_sent,adjective,HardSentence,NoNoise,0,0.625,5,p2,p1,s3,s1,s2,1,9.545,,,,1,
360,2017-02-01 15:43:03,The boy pays with his family at the weekend,pay,8,5,verb_transitivePP,verb,HardSentence,NoNoise,0,0.625,5,p2,s2,s1,p1,un,1,7.8221,,,,0,
360,2017-02-01 15:43:03,the man deals the cards,deals,6,5,verb_transitive,verb,HardSentence,NoNoise,0,0.6143,4,un,s1,p2,p1,,1,4.7362,,,,0,
360,2017-02-01 15:43:03,he receives the money,receive,6,3,verb_transitive,verb,HardSentence,NoNoise,0,0.6143,3,p2,s1,p1,,,1,4.9118,,,,0,
361,2017-02-01 15:48:10,The man leans,leans,5,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.6464,5,p1,p3,s2,s1,p2,1,3.654,,,,0,
361,2017-02-01 15:48:10,the man relaxes,relax,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,5,p2,un,un,s1,p1,1,3.7935,,,,0,
361,2017-02-01 15:48:10,the woman is violent,violent,6,4,adj_sentence,adjective,EasySentence,NoNoise,0,0.6143,5,p2,un,un,p1,s2,1,3.2643,,,,0,
361,2017-02-01 15:48:10,the woman is serious,serious,8,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.625,5,un,p1,s2,un,s1,1,3.9746,,,,0,
361,2017-02-01 15:48:10,the serious person,serious,8,2,adj_phrase,adjective,EasySentence,NoNoise,0,0.625,5,s2,s1,p2,p1,un,1,4.4792,,,,0,
361,2017-02-01 15:48:10,the man dreams,dream,6,2,verb_intransitive,verb,EasySentence,NoNoise,0,0.6143,4,p3,s1,un,p1,,1,4.3265,,,,0,
361,2017-02-01 15:48:10,The woman explains,explain,7,1,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,4,un,p2,p1,s2,,1,2.951,,,,0,
361,2017-02-01 15:48:10,his  bellybutton is clean,bellybutton,2,7,noun_predicative,noun,EasySentence,NoNoise,0,0.6304,5,un,s2,s1,un,p1,1,3.0259,,,,0,
361,2017-02-01 15:48:10,the child is unhappy,unhappy,6,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.6143,4,un,s1,un,s2,,1,4.6511,,,,0,
361,2017-02-01 15:48:10,a blank invitation,blank,6,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.6143,5,s2,p2,un,s1,p1,1,2.9203,,,,0,
361,2017-02-01 15:48:10,the man deals,deal,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,5,s2,p3,s1,p2,p1,1,4.2325,,,,0,
361,2017-02-01 15:48:10,The cheerful child,cheerful,5,2,adj_phrase,adjective,EasySentence,NoNoise,0,0.6464,4,un,un,s2,s1,,1,4.1602,,,,0,
361,2017-02-01 15:48:10,the lady is sick,sick,7,3,adj_sentence,adjective,EasySentence,NoNoise,0,0.6196,5,p1,p2,s2,un,s1,1,3.15,,,,0,
361,2017-02-01 15:48:10,the violent woman,violent,6,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.6143,5,p2,p1,un,s1,s2,1,2.9153,,,,0,
361,2017-02-01 15:48:10,the unhappy child,unhappy,6,2,adj_phrase,adjective,EasySentence,NoNoise,0,0.6143,4,un,un,s1,s2,,1,3.4042,,,,0,
362,2017-02-01 15:51:55,santa makes the child a gift,make,8,3,verb_ditransitive,verb,HardSentence,NoNoise,0,0.625,4,un,p2,p1,un,,1,5.0688,,,,0,
362,2017-02-01 15:51:55,the cold man looks,cold,8,5,adj_intrans_sent,adjective,HardSentence,NoNoise,0,0.625,5,p1,p2,s3,s1,s2,1,4.9444,,,,0,
362,2017-02-01 15:51:55,The gift disappoints the woman,disappoint,5,1,verb_transitive,verb,HardSentence,NoNoise,0,0.6464,2,s2,p3,,,,1,7.289,,,,0,
362,2017-02-01 15:51:55,The happy child breathes,happy,8,3,adj_intrans_sent,adjective,HardSentence,NoNoise,0,0.625,4,un,s3,s1,s2,,0,19.7717,the sad child  breathes,s2,sem,2,
362,2017-02-01 15:51:55,the man dries in the morning,dry,6,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6143,4,p3,s1,s2,p2,,1,6.1766,,,,0,
362,2017-02-01 15:51:55,he thieves the money in the morning,thieve,6,3,verb_transitivePP,verb,HardSentence,NoNoise,0,0.6143,3,p2,s2,s1,,,1,4.0011,,,,0,
362,2017-02-01 15:51:55,he makes some bread for dinner,make,8,3,verb_transitivePP,verb,HardSentence,NoNoise,0,0.625,4,p2,s1,p3,un,,1,2.8964,,,,0,
362,2017-02-01 15:51:55,She plants the boy a tree,plant,6,5,verb_ditransitive,verb,HardSentence,NoNoise,0,0.6143,4,un,s1,s2,un,,1,4.0031,,,,0,
362,2017-02-01 15:51:55,the man deals the cards,deals,6,5,verb_transitive,verb,HardSentence,NoNoise,0,0.6143,4,un,p1,s1,p2,,1,3.5755,,,,0,
362,2017-02-01 15:51:55,the man jokes with the woman,joke,6,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6143,3,s2,s1,p2,,,1,4.1723,,,,0,
362,2017-02-01 15:51:55,he drinks,drink,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,4.5661,,,,0,
362,2017-02-01 15:51:55,The woman puts the food on the table,put,8,3,verb_ditransitive,verb,HardSentence,NoNoise,0,0.625,4,s1,p1,un,p2,,1,3.8563,,,,0,
362,2017-02-01 15:51:55,The man cleans the plate,clean,6,5,verb_transitive,verb,HardSentence,NoNoise,0,0.6143,4,un,s2,s1,p2,,1,15.0314,,,,1,
362,2017-02-01 15:51:55,The man dries the car,dry,6,5,verb_transitive,verb,HardSentence,NoNoise,0,0.6143,4,p2,s1,s2,p1,,1,16.2064,,,,1,
362,2017-02-01 15:51:55,The girl sings by herself,sing,7,6,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6196,5,p1,s1,p2,s2,un,1,3.8501,,,,0,
363,2017-02-01 15:57:17,the man holds a lock,lock,6,7,noun_transitive_end,noun,HardSentence,Noise5,0,0.6143,5,p3,p2,s1,un,p1,1,9.7965,,,,1,
363,2017-02-01 15:57:17,the woman cheers the man at the weekned,cheer,6,3,verb_transitivePP,verb,HardSentence,Noise5,0,0.6143,3,p2,p1,p3,,,1,4.7889,,,,0,
363,2017-02-01 15:57:17,the child builds the tower,build,8,5,verb_transitive,verb,HardSentence,Noise5,0,0.625,5,un,p1,s2,un,s1,0,20.5311,the child climbs the tower,un,un,1,
363,2017-02-01 15:57:17,the man jokes with the woman,joke,6,3,verb_intransitivePP,verb,HardSentence,Noise5,0,0.6143,3,s1,p1,p2,,,1,2.8464,,,,0,
363,2017-02-01 15:57:17,he packs the wood,pack,6,5,verb_transitive,verb,HardSentence,Noise5,0,0.6143,4,s2,p2,p1,un,,1,9.8799,,,,1,
363,2017-02-01 15:57:17,The gift disappoints the woman,disappoint,5,1,verb_transitive,verb,HardSentence,Noise5,0,0.6464,2,p2,s1,,,,1,3.105,,,,0,
363,2017-02-01 15:57:17,he breaks some bread for dinner,break,8,5,verb_transitivePP,verb,HardSentence,Noise5,0,0.625,5,p2,p1,un,s1,p3,1,3.7928,,,,0,
363,2017-02-01 15:57:17,she ticks the box,tick,6,5,verb_transitive,verb,HardSentence,Noise5,0,0.6143,4,p1,s2,s1,p2,,1,3.2603,,,,0,
363,2017-02-01 15:57:17,the person dies at the weekend,die,7,4,verb_intransitivePP,verb,HardSentence,Noise5,0,0.6196,4,p2,s2,s1,p3,,1,3.5121,,,,0,
363,2017-02-01 15:57:17,he swims,swim,3,3,tense_simple,tense,HardSentence,Noise5,0,0.6357,2,foil 2,foil 1,,,,1,5.5649,,,,0,
363,2017-02-01 15:57:17,the man drums in his free time,drum,6,5,verb_intransitivePP,verb,HardSentence,Noise5,0,0.6143,4,p1,s1,s2,p3,,1,3.8483,,,,0,
363,2017-02-01 15:57:17,The happy child breathes,happy,8,3,adj_intrans_sent,adjective,HardSentence,Noise5,0,0.625,4,s1,s2,un,s3,,1,7.7799,,,,0,
363,2017-02-01 15:57:17,she completes the race,complete,6,3,verb_transitive,verb,HardSentence,Noise5,0,0.6143,3,s3,s1,s2,,,1,3.6906,,,,0,
363,2017-02-01 15:57:17,the girl picks an ice-cream,pick,8,5,verb_transitive,verb,HardSentence,Noise5,0,0.625,5,p1,un,s2,p2,un,1,16.9156,,,,1,
363,2017-02-01 15:57:17,the child hides the dog whilst playing,hide,7,4,verb_transitivePP,verb,HardSentence,Noise5,0,0.6196,4,s2,p1,s1,p2,,1,3.6839,,,,0,
364,2017-02-01 16:02:43,a blank invitation,blank,6,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.6143,5,s1,p2,p1,s2,un,1,3.7851,,,,0,
364,2017-02-01 16:02:43,The man leans,leans,5,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.6464,5,p3,s1,s2,p1,p2,1,3.7966,,,,0,
364,2017-02-01 16:02:43,the man relaxes,relax,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,5,p1,p2,un,un,s1,1,3.6242,,,,0,
364,2017-02-01 16:02:43,his  bellybutton is clean,bellybutton,2,7,noun_predicative,noun,EasySentence,NoNoise,0,0.6304,5,un,s2,un,s1,p1,1,2.5241,,,,0,
364,2017-02-01 16:02:43,the woman is violent,violent,6,4,adj_sentence,adjective,EasySentence,NoNoise,0,0.6143,5,s2,p1,un,un,p2,1,2.9575,,,,0,
364,2017-02-01 16:02:43,the serious person,serious,8,2,adj_phrase,adjective,EasySentence,NoNoise,0,0.625,5,p1,p2,s2,un,s1,1,3.2985,,,,0,
364,2017-02-01 16:02:43,the man dreams,dream,6,2,verb_intransitive,verb,EasySentence,NoNoise,0,0.6143,4,p2,p3,s1,un,,1,3.7545,,,,0,
364,2017-02-01 16:02:43,the woman is serious,serious,8,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.625,5,un,un,s1,p1,s2,1,3.9165,,,,0,
364,2017-02-01 16:02:43,the violent woman,violent,6,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.6143,5,un,s1,p2,s2,p1,1,2.945,,,,0,
364,2017-02-01 16:02:43,the unhappy child,unhappy,6,2,adj_phrase,adjective,EasySentence,NoNoise,0,0.6143,4,un,un,s2,s1,,1,3.5977,,,,0,
364,2017-02-01 16:02:43,the lady is sick,sick,7,3,adj_sentence,adjective,EasySentence,NoNoise,0,0.6196,5,un,p2,s1,s2,p1,1,3.2007,,,,0,
364,2017-02-01 16:02:43,a blunt pencil,blunt,5,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.6464,5,un,p1,s1,s2,un,1,3.5903,,,,0,
364,2017-02-01 16:02:43,The woman explains,explain,7,1,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,4,un,p2,s2,p1,,1,5.9369,,,,0,
364,2017-02-01 16:02:43,the child is unhappy,unhappy,6,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.6143,4,un,un,s2,s1,,1,4.4402,,,,0,
364,2017-02-01 16:02:43,the man deals,deal,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,5,p2,s1,s2,p1,p3,1,4.847,,,,0,
365,2017-02-01 16:06:41,the child is unhappy,unhappy,6,2,adj_sentence,adjective,EasySentence,Noise5,0,0.6143,4,s1,s2,un,un,,1,3.5488,,,,0,
365,2017-02-01 16:06:41,the bowtie is boring,bowtie,2,7,noun_predicative,noun,EasySentence,Noise5,0,0.6304,5,s1,p1,p3,s2,p2,0,8.4641,the necktie is boring,p1,distant,0,
365,2017-02-01 16:06:41,the unhappy child,unhappy,6,2,adj_phrase,adjective,EasySentence,Noise5,0,0.6143,4,s1,s2,un,un,,1,4.5234,,,,0,
365,2017-02-01 16:06:41,the serious person,serious,8,2,adj_phrase,adjective,EasySentence,Noise5,0,0.625,5,un,s1,s2,p1,p2,1,3.3924,,,,0,
365,2017-02-01 16:06:41,The man leans,leans,5,4,verb_intransitive,verb,EasySentence,Noise5,0,0.6464,5,p3,p2,s1,p1,s2,1,2.9819,,,,0,
365,2017-02-01 16:06:41,the woman is serious,serious,8,2,adj_sentence,adjective,EasySentence,Noise5,0,0.625,5,un,s1,un,s2,p1,1,4.1193,,,,0,
365,2017-02-01 16:06:41,the woman is violent,violent,6,4,adj_sentence,adjective,EasySentence,Noise5,0,0.6143,5,p1,un,un,p2,s2,1,3.112,,,,0,
365,2017-02-01 16:06:41,The cheerful child,cheerful,5,2,adj_phrase,adjective,EasySentence,Noise5,0,0.6464,4,un,s2,s1,un,,1,4.1622,,,,0,
365,2017-02-01 16:06:41,the man relaxes,relax,7,3,verb_intransitive,verb,EasySentence,Noise5,0,0.6196,5,un,s1,p2,un,p1,1,3.5308,,,,0,
365,2017-02-01 16:06:41,a blank invitation,blank,6,4,adj_phrase,adjective,EasySentence,Noise5,0,0.6143,5,p2,s2,p1,un,s1,1,2.7014,,,,0,
365,2017-02-01 16:06:41,the man dreams,dream,6,2,verb_intransitive,verb,EasySentence,Noise5,0,0.6143,4,p1,un,p3,s1,,1,4.0183,,,,0,
365,2017-02-01 16:06:41,the lady is sick,sick,7,3,adj_sentence,adjective,EasySentence,Noise5,0,0.6196,5,s2,s1,p1,p2,un,1,3.3222,,,,0,
365,2017-02-01 16:06:41,his  bellybutton is clean,bellybutton,2,7,noun_predicative,noun,EasySentence,Noise5,0,0.6304,5,s2,s1,p1,un,un,1,2.6002,,,,0,
365,2017-02-01 16:06:41,the man deals,deal,7,3,verb_intransitive,verb,EasySentence,Noise5,0,0.6196,5,s1,s2,p1,p2,p3,1,4.5907,,,,0,
365,2017-02-01 16:06:41,The woman explains,explain,7,1,verb_intransitive,verb,EasySentence,Noise5,0,0.6196,4,p1,s2,un,p2,,1,3.6766,,,,0,
366,2017-02-01 16:11:01,he plays with the camcorder,camcorder,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.6357,4,s2,s1,p1,un,,1,5.4212,,,,0,
366,2017-02-01 16:11:01,he was drinking,drink,3,3,tense_progressive,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,0,9.7522,he will be drinking,foil 2,future,0,
366,2017-02-01 16:11:01,the man supervises at work,supervise,4,2,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6411,2,p3,un,,,,1,7.3654,,,,0,
366,2017-02-01 16:11:01,he drank,drink,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,0,12.0595,he will drink,foil 2,future,0,
366,2017-02-01 16:11:01,he is drinking,drink,3,3,tense_progressive,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,7.2172,,,,0,
366,2017-02-01 16:11:01,The gift disappoints the woman,disappoint,5,1,verb_transitive,verb,HardSentence,NoNoise,0,0.6464,2,p3,s1,,,,1,3.1915,,,,0,
366,2017-02-01 16:11:01,the boy peeks in the park,peek,3,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6357,2,p2,un,,,,0,13.9836,the boy plays in the park,un,un,1,
366,2017-02-01 16:11:01,he will drink,drink,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,0,8.8202,he drinks,foil 2,present,0,
366,2017-02-01 16:11:01,the boy holds the hotdog,hotdog,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.6357,4,p2,s1,s2,p1,,1,5.0166,,,,0,
366,2017-02-01 16:11:01,he will swim,swim,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,5.038,,,,0,
366,2017-02-01 16:11:01,he drinks,drink,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,0,17.3604,he will drink,foil 2,future,1,
366,2017-02-01 16:11:01,he was swimming,swim,3,3,tense_progressive,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,4.8683,,,,0,
366,2017-02-01 16:11:01,he swam,swim,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,3.7506,,,,0,
366,2017-02-01 16:11:01,he will be drinking,drink,3,3,tense_progressive,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,1,6.1916,,,,0,
366,2017-02-01 16:11:01,he swims,swim,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,4.7168,,,,0,
367,2017-02-01 16:16:03,beneath the blanket,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 2,foil 1,other,,,1,7.0782,,,,0,
367,2017-02-01 16:16:03,beneath the water,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 1,other,foil 2,,,1,5.1865,,,,0,
367,2017-02-01 16:16:03,the man weeds,weed,3,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.6357,4,s1,p3,p2,s2,,1,6.9263,,,,0,
367,2017-02-01 16:16:03,beneath the dog,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 2,foil 3,foil 1,,,1,4.904,,,,0,
367,2017-02-01 16:16:03,beneath the books,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 3,foil 2,foil 1,,,1,3.7994,,,,0,
367,2017-02-01 16:16:03,the skateboarder is incredible,skateboarder,2,7,noun_predicative,noun,EasySentence,NoNoise,0,0.6304,5,un,s1,p1,un,s2,1,10.6554,,,,1,
367,2017-02-01 16:16:03,beneath the crop,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 1,foil 2,other,,,1,9.4531,,,,0,
367,2017-02-01 16:16:03,beneath the tree,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 3,foil 2,foil 1,,,0,18.4659,on the tree,foil 1,foil 1,0,
367,2017-02-01 16:16:03,The person glows,glow,3,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.6357,4,p1,s2,p2,s1,,1,3.6474,,,,0,
367,2017-02-01 16:16:03,the man exercises,exercise,4,5,verb_intransitive,verb,EasySentence,NoNoise,0,0.6411,5,p2,s2,s1,p3,p1,1,3.9768,,,,0,
367,2017-02-01 16:16:03,beneath the clouds,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 2,other,foil 1,,,0,18.0529,above the clouds,foil 2,foil 2,1,
367,2017-02-01 16:16:03,he winks,winks,3,6,verb_intransitive,verb,EasySentence,NoNoise,0,0.6357,5,s1,un,s2,p1,p2,1,2.8016,,,,0,
367,2017-02-01 16:16:03,underneith the bed,underneith,4,3,prep_phrase,preposition,EasySentence,NoNoise,0,0.6411,4,foil 2,foil 1,other,foil 3,,1,8.3845,,,,0,
367,2017-02-01 16:16:03,beneath the chair,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 3,foil 2,foil 1,,,0,8.8116,between the chairs,foil 3,foil 3,0,
367,2017-02-01 16:16:03,beneath the bed,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,other,foil 1,foil 3,,,1,3.9128,,,,0,
368,2017-02-01 16:20:47,he uses a sling,sling,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.6357,4,p2,p3,s1,s2,,1,6.1951,,,,0,
368,2017-02-01 16:20:47,the boy peeks in the park,peek,3,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6357,2,p1,un,,,,0,18.1596,the boy speaks in the park,p1,mp,2,
368,2017-02-01 16:20:47,the man supervises at work,supervise,4,2,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.6411,2,p3,un,,,,1,3.8597,,,,0,
368,2017-02-01 16:20:47,he plays with the camcorder,camcorder,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.6357,4,s2,un,p1,s1,,1,3.4414,,,,0,
368,2017-02-01 16:20:47,The gift disappoints the woman,disappoint,5,1,verb_transitive,verb,HardSentence,NoNoise,0,0.6464,2,s2,p2,,,,1,8.2199,,,,0,
368,2017-02-01 16:20:47,he will be drinking,drink,3,3,tense_progressive,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,6.6983,,,,0,
368,2017-02-01 16:20:47,he swims,swim,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,1,4.3126,,,,0,
368,2017-02-01 16:20:47,he will drink,drink,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,0,11.02,he drinks,foil 2,present,0,
368,2017-02-01 16:20:47,he will swim,swim,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,6.1253,,,,0,
368,2017-02-01 16:20:47,the woman hears the man,hear,8,5,verb_transitive,verb,HardSentence,NoNoise,0,0.625,5,p3,p2,s2,s1,p1,0,31.5399,the woman cheers the man,p1,mp,2,
368,2017-02-01 16:20:47,he drank,drink,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,1,5.1385,,,,0,
368,2017-02-01 16:20:47,he drinks,drink,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,1,6.2326,,,,0,
368,2017-02-01 16:20:47,he was swimming,swim,3,3,tense_progressive,tense,HardSentence,NoNoise,0,0.6357,2,foil 2,foil 1,,,,1,3.4723,,,,0,
368,2017-02-01 16:20:47,the boy holds the hotdog,hotdog,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.6357,4,p2,s1,s2,p1,,1,3.858,,,,0,
368,2017-02-01 16:20:47,he swam,swim,3,3,tense_simple,tense,HardSentence,NoNoise,0,0.6357,2,foil 1,foil 2,,,,1,11.1955,,,,1,
369,2017-02-01 20:03:36,the serious person,serious,8,2,adj_phrase,adjective,EasySentence,NoNoise,0,0.625,5,p1,p2,s2,un,s1,1,3.4673,,,,0,
369,2017-02-01 20:03:36,the lady is sick,sick,7,3,adj_sentence,adjective,EasySentence,NoNoise,0,0.6196,5,s1,p1,s2,un,p2,1,3.4327,,,,0,
369,2017-02-01 20:03:36,the skateboarder is incredible,skateboarder,2,7,noun_predicative,noun,EasySentence,NoNoise,0,0.6304,5,un,s1,s2,p1,un,1,4.1448,,,,0,
369,2017-02-01 20:03:36,The woman explains,explain,7,1,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,4,s2,p1,un,p2,,1,4.9673,,,,0,
369,2017-02-01 20:03:36,beneath the clouds,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 2,foil 1,other,,,0,12.8858,above the clouds,foil 2,foil 2,0,
369,2017-02-01 20:03:36,The nettle is green,nettle,4,5,noun_predicative,noun,EasySentence,NoNoise,0,0.6411,5,s2,p2,p3,s1,p1,1,4.6017,,,,0,
369,2017-02-01 20:03:36,the man relaxes,relax,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,5,p1,s1,p2,un,un,1,3.2995,,,,0,
369,2017-02-01 20:03:36,beneath the tree,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 2,foil 1,foil 3,,,0,13.3612,between the trees,foil 3,foil 3,0,
369,2017-02-01 20:03:36,The person glows,glow,3,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.6357,4,s2,s1,p1,p2,,1,4.2665,,,,0,
369,2017-02-01 20:03:36,the man weeds,weed,3,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.6357,4,s2,p2,s1,p3,,1,4.5443,,,,0,
369,2017-02-01 20:03:36,the man deals,deal,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.6196,5,p3,s1,p1,p2,s2,1,7.3067,,,,0,
369,2017-02-01 20:03:36,The man leans,leans,5,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.6464,5,p1,p2,p3,s1,s2,1,4.8565,,,,0,
369,2017-02-01 20:03:36,his  bellybutton is clean,bellybutton,2,7,noun_predicative,noun,EasySentence,NoNoise,0,0.6304,5,p1,s2,un,un,s1,1,4.72,,,,0,
369,2017-02-01 20:03:36,beneath the chair,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.6357,3,foil 1,other,foil 2,,,0,20.1882,on the chair,foil 1,foil 1,1,
