block idx,date start,challenge item name,lexical item name,frequency,concreteness,linguistic category,lexical class,E/M/H,noise,un/trained,difficulty rating,distractor num,foil 1,foil 2,foil 3,foil 4,foil 5,accuracy,rt (sec),incorrect-foil name,incorrect-foil type,incorrect-foil p-type,replay counter,
422,2016-08-30 20:27:41,the man deals the cards,deals,6,5,verb_transitive,verb,HardSentence,NoNoise,0,0.5393,3,p2,p1,s1,,,1,5.5486,,,,0,
422,2016-08-30 20:27:41,the man jokes with the woman,joke,6,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5393,2,s1,p1,,,,1,11.176,,,,1,
422,2016-08-30 20:27:41,the couple argue at the weekend,argue,6,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5393,2,s2,p1,,,,1,5.7695,,,,0,
422,2016-08-30 20:27:41,the man drums in his free time,drum,6,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5393,3,s1,p2,p1,,,1,13.1153,,,,1,
422,2016-08-30 20:27:41,he breaks his guests some bread,break,8,5,verb_ditransitive,verb,HardSentence,NoNoise,0,0.55,4,p2,un,s1,p1,,0,23.5508,he makes his guests some bread,p2,mp,2,
422,2016-08-30 20:27:41,The girl sings by herself,sing,7,6,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5447,4,p1,s2,s1,p2,,1,11.2182,,,,1,
422,2016-08-30 20:27:41,The person sands the foot,sand,3,5,verb_transitive,verb,HardSentence,NoNoise,0,0.5607,2,s2,p1,,,,0,39.8159,The person rubs their foot,s2,un,3,
422,2016-08-30 20:27:41,The man cleans in the kitchen,cleans,6,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5393,3,p2,s1,p1,,,1,5.887,,,,0,
422,2016-08-30 20:27:41,the cold man looks,cold,8,5,adj_intrans_sent,adjective,HardSentence,NoNoise,0,0.55,4,s2,p1,p2,s1,,1,10.7087,,,,1,
422,2016-08-30 20:27:41,santa makes the child a gift,make,8,3,verb_ditransitive,verb,HardSentence,NoNoise,0,0.55,3,p1,un,p2,,,1,11.664,,,,1,
422,2016-08-30 20:27:41,the lady looks in the garden,look,8,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.55,3,s1,p1,s2,,,0,20.2815,the lady smells in the garden,s2,coord,1,
422,2016-08-30 20:27:41,The guy sands at work,sand,3,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5607,2,s1,p1,,,,0,34.2187,The guy stands at work,p1,mp,3,
423,2016-08-30 20:34:02,his top is bright,bright,7,5,adj_sentence,adjective,EasySentence,NoNoise,0,0.5447,5,p2,un,p1,un,s2,1,19.1468,,,,2,
423,2016-08-30 20:34:02,the top shelf,top,8,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.55,5,s1,un,s2,p2,p1,1,8.3285,,,,0,
423,2016-08-30 20:34:02,beneath the blanket,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.5607,2,foil 1,foil 2,,,,0,13.9484,on the blanket,foil 2,foil 2,1,
423,2016-08-30 20:34:02,her mum is busy,busy,8,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.55,4,un,p2,s1,p1,,1,10.5062,,,,1,
423,2016-08-30 20:34:02,the cow moves,move,8,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.55,5,s2,p1,un,s1,un,0,17.7551,the cow grazes,un,un,1,
423,2016-08-30 20:34:02,his warm sock,warm,7,5,adj_phrase,adjective,EasySentence,NoNoise,0,0.5447,5,un,un,s2,p1,p2,1,13.483,,,,1,
423,2016-08-30 20:34:02,the man deals,deal,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.5447,4,p2,p3,p1,s1,,1,18.7286,,,,2,
423,2016-08-30 20:34:02,the bird is free,free,8,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.55,4,un,p1,s1,p2,,0,16.3027,the bird is trapped,s1,sem,1,
423,2016-08-30 20:34:02,The child plays,play,8,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.55,5,s2,p2,p3,s1,p1,0,27.6486,The child paints,s1,assoc,2,
423,2016-08-30 20:34:02,his sock is worn,worn,6,4,adj_sentence,adjective,EasySentence,NoNoise,0,0.5393,4,s1,un,un,p1,,0,16.3859,his sock is smelly,un,un,1,
423,2016-08-30 20:34:02,the man is strong,strong,8,4,adj_sentence,adjective,EasySentence,NoNoise,0,0.55,5,p3,p1,un,p2,un,1,17.126,,,,2,
423,2016-08-30 20:34:02,the denture is clean,denture,2,7,noun_predicative,noun,EasySentence,NoNoise,0,0.5554,4,s2,p1,s1,p2,,0,42.6504,the brace is clean,s1,coord,3,
423,2016-08-30 20:34:02,beneath the dog,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.5607,2,foil 2,foil 1,,,,1,12.4505,,,,1,
423,2016-08-30 20:34:02,the free bird,free,8,2,adj_phrase,adjective,EasySentence,NoNoise,0,0.55,4,p1,un,p2,s1,,0,18.5011,the trapped bird,s1,sem,1,
423,2016-08-30 20:34:02,the man relaxes,relax,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.5447,4,p1,p2,un,s1,,1,8.2105,,,,1,
424,2016-08-30 20:40:14,the hoe,hoe,3,7,noun_1syll_phrase,noun,Word,NoNoise,1,0.2607,2,p1,s1,,,,1,9.8438,,,,1,
424,2016-08-30 20:40:14,The tree,tree,7,7,noun_1syll_phrase,noun,Word,NoNoise,1,0.1322,2,p1,s1,,,,1,11.2665,,,,1,
424,2016-08-30 20:40:14,The head,head,8,7,noun_1syll_phrase,noun,Word,NoNoise,1,0.1,2,s1,p1,,,,1,9.6568,,,,1,
424,2016-08-30 20:40:14,The bank,bank,8,7,noun_1syll_phrase,noun,Word,NoNoise,1,0.1,2,p1,s1,,,,0,16.0666,The money,s1,assoc,1,
424,2016-08-30 20:40:14,The group,group,8,6,noun_1syll_phrase,noun,Word,NoNoise,1,0.1375,2,s1,p1,,,,0,23.9976,The loop,p1,mp,2,
424,2016-08-30 20:40:14,The news,news,8,4,noun_1syll_phrase,noun,Word,NoNoise,1,0.2125,2,p1,s1,,,,1,9.2114,,,,1,
424,2016-08-30 20:40:14,The dirt,dirt,6,7,noun_1syll_phrase,noun,Word,NoNoise,1,0.1643,2,p1,s1,,,,1,12.704,,,,1,
424,2016-08-30 20:40:14,The crown,crown,7,7,noun_1syll_phrase,noun,Word,NoNoise,1,0.1322,2,s1,p1,,,,1,6.5852,,,,0,
424,2016-08-30 20:40:14,kitchen,kitchen,8,7,noun_2syll_word,noun,Word,NoNoise,1,0.1,2,p1,s1,,,,0,25.6628,kitten,p1,mp,2,
424,2016-08-30 20:40:14,flares,flares,4,7,noun_2syll_word,noun,Word,NoNoise,1,0.2286,2,p1,s1,,,,1,8.5919,,,,1,
424,2016-08-30 20:40:14,hour,hour,8,4,noun_2syll_word,noun,Word,NoNoise,1,0.2125,2,s1,p1,,,,1,8.7257,,,,1,
424,2016-08-30 20:40:14,the socket,socket,4,6,noun_2syll_phrase,noun,Word,NoNoise,1,0.2661,2,s1,p1,,,,1,6.0089,,,,0,
424,2016-08-30 20:40:14,a carrot,carrot,6,7,noun_2syll_phrase,noun,Word,NoNoise,1,0.1643,2,s1,p1,,,,0,16.8594,a broccoli,s1,coord,2,
424,2016-08-30 20:40:14,The party,party,8,5,noun_2syll_phrase,noun,Word,NoNoise,1,0.175,2,p1,s1,,,,1,8.7672,,,,1,
424,2016-08-30 20:40:14,furniture,furniture,7,7,noun_3syll_word,noun,Word,NoNoise,1,0.1322,2,p1,s1,,,,1,9.8406,,,,1,
425,2016-08-30 20:45:13,the cold man looks,cold,8,5,adj_intrans_sent,adjective,HardSentence,NoNoise,0,0.55,4,p1,p2,s1,s2,,1,9.5355,,,,1,
425,2016-08-30 20:45:13,The man writes his children a story book,write,7,6,verb_transitivePP,verb,HardSentence,NoNoise,0,0.5447,4,p1,s1,un,p2,,1,13.0539,,,,1,
425,2016-08-30 20:45:13,The guy sands at work,sand,3,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5607,2,s1,p1,,,,1,15.4568,,,,1,
425,2016-08-30 20:45:13,he breaks his guests some bread,break,8,5,verb_ditransitive,verb,HardSentence,NoNoise,0,0.55,4,p2,p1,un,s1,,0,27.9745,he makes his guests some bread,p2,mp,2,
425,2016-08-30 20:45:13,The person holds the laundry,hold,8,5,verb_transitive,verb,HardSentence,NoNoise,0,0.55,4,p1,un,un,s3,,0,31.4021,The person irons the laundry,un,un,2,
425,2016-08-30 20:45:13,the lady looks in the garden,look,8,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.55,3,s1,p1,s2,,,0,36.4465,the lady smells in the garden,s2,coord,2,
425,2016-08-30 20:45:13,the couple argue at the weekend,argue,6,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5393,2,p1,s2,,,,1,5.2671,,,,0,
425,2016-08-30 20:45:13,santa makes the child a gift,make,8,3,verb_ditransitive,verb,HardSentence,NoNoise,0,0.55,3,p1,p2,un,,,1,11.8413,,,,1,
425,2016-08-30 20:45:13,The man writes a book,write,7,6,verb_transitive,verb,HardSentence,NoNoise,0,0.5447,4,p3,p2,s1,p1,,0,24.9952,the man types a book,p3,distant,2,
425,2016-08-30 20:45:13,the man drums in his free time,drum,6,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5393,3,s1,p2,p1,,,1,12.526,,,,1,
425,2016-08-30 20:45:13,The person sands the foot,sand,3,5,verb_transitive,verb,HardSentence,NoNoise,0,0.5607,2,p1,s2,,,,1,16.7772,,,,2,
425,2016-08-30 20:45:13,The man writes a story book for his children,write,7,6,verb_transitivePP,verb,HardSentence,NoNoise,0,0.5447,4,p1,p2,s1,un,,1,14.6478,,,,1,
425,2016-08-30 20:45:13,he receives the money,receive,6,3,verb_transitive,verb,HardSentence,NoNoise,0,0.5393,2,p1,s1,,,,1,6.4983,,,,0,
425,2016-08-30 20:45:13,the man deals the cards,deals,6,5,verb_transitive,verb,HardSentence,NoNoise,0,0.5393,3,s1,p2,p1,,,1,6.0408,,,,0,
425,2016-08-30 20:45:13,the girl picks an ice-cream,pick,8,5,verb_transitive,verb,HardSentence,NoNoise,0,0.55,4,p1,s2,p2,un,,0,25.0328,the girl kicks an ice-cream,p1,mp,2,
426,2016-08-30 20:51:31,the cow moves,move,8,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.55,5,p1,un,s2,un,s1,1,10.8376,,,,1,
426,2016-08-30 20:51:31,beneath the dog,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.5607,2,foil 2,foil 1,,,,1,10.4294,,,,1,
426,2016-08-30 20:51:31,the man is strong,strong,8,4,adj_sentence,adjective,EasySentence,NoNoise,0,0.55,5,p3,un,p2,p1,un,1,8.2409,,,,1,
426,2016-08-30 20:51:31,the man relaxes,relax,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.5447,4,un,p2,p1,s1,,1,9.3281,,,,1,
426,2016-08-30 20:51:31,his warm sock,warm,7,5,adj_phrase,adjective,EasySentence,NoNoise,0,0.5447,5,un,p2,un,p1,s2,0,27.5045,his smelly sock,un,un,2,
426,2016-08-30 20:51:31,his top is bright,bright,7,5,adj_sentence,adjective,EasySentence,NoNoise,0,0.5447,5,un,p2,un,p1,s2,0,24.2447,his top is stripy,un,un,2,
426,2016-08-30 20:51:31,the free bird,free,8,2,adj_phrase,adjective,EasySentence,NoNoise,0,0.55,4,p1,p2,un,s1,,1,12.9077,,,,1,
426,2016-08-30 20:51:31,a sharp pencil,sharp,7,5,adj_phrase,adjective,EasySentence,NoNoise,0,0.5447,5,un,s1,p1,s2,un,0,52.7174,a short pencil,p1,distant,2,
426,2016-08-30 20:51:31,the bird is free,free,8,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.55,4,p2,p1,un,s1,,1,6.0773,,,,0,
426,2016-08-30 20:51:31,the top shelf,top,8,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.55,5,s2,p1,un,s1,p2,1,6.5979,,,,0,
426,2016-08-30 20:51:31,her mum is busy,busy,8,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.55,4,p1,p2,s1,un,,1,10.1419,,,,1,
426,2016-08-30 20:51:31,his sock is worn,worn,6,4,adj_sentence,adjective,EasySentence,NoNoise,0,0.5393,4,un,un,s1,p1,,1,21.2929,,,,2,
426,2016-08-30 20:51:31,beneath the blanket,beneath,3,2,prep_phrase,preposition,EasySentence,NoNoise,0,0.5607,2,foil 1,foil 2,,,,1,8.8242,,,,1,
426,2016-08-30 20:51:31,the denture is clean,denture,2,7,noun_predicative,noun,EasySentence,NoNoise,0,0.5554,4,s2,p1,s1,p2,,0,29.8981,the dentist is clean,p2,distant,2,
426,2016-08-30 20:51:31,the man deals,deal,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.5447,4,p2,p3,p1,s1,,1,13.7627,,,,1,
427,2016-08-30 20:57:42,the young man,young,8,4,adj_phrase,adjective,EasySentence,Noise4,0,0.55,5,p1,s2,s1,p3,p2,0,31.3617,the strong man,p2,distant,3,
427,2016-08-30 20:57:42,his top is bright,bright,7,5,adj_sentence,adjective,EasySentence,Noise4,0,0.5447,5,s2,p1,p2,un,un,1,9.6237,,,,1,
427,2016-08-30 20:57:42,his sock is worn,worn,6,4,adj_sentence,adjective,EasySentence,Noise4,0,0.5393,4,p1,un,s1,un,,1,9.5642,,,,1,
427,2016-08-30 20:57:42,a sharp pencil,sharp,7,5,adj_phrase,adjective,EasySentence,Noise4,0,0.5447,5,un,s2,un,p1,s1,0,21.8536,a sharp pencil,un,un,1,
427,2016-08-30 20:57:42,her mum is busy,busy,8,2,adj_sentence,adjective,EasySentence,Noise4,0,0.55,4,s1,p1,p2,un,,1,7.8178,,,,1,
427,2016-08-30 20:57:42,The child plays,play,8,4,verb_intransitive,verb,EasySentence,Noise4,0,0.55,5,s1,p3,s2,p1,p2,0,25.8967,The child paints,s1,assoc,2,
427,2016-08-30 20:57:42,the cow moves,move,8,4,verb_intransitive,verb,EasySentence,Noise4,0,0.55,5,un,s1,p1,s2,un,1,16.0272,,,,1,
427,2016-08-30 20:57:42,the man deals,deal,7,3,verb_intransitive,verb,EasySentence,Noise4,0,0.5447,4,s1,p3,p2,p1,,1,13.8113,,,,2,
427,2016-08-30 20:57:42,the man relaxes,relax,7,3,verb_intransitive,verb,EasySentence,Noise4,0,0.5447,4,p1,un,p2,s1,,1,10.3931,,,,1,
427,2016-08-30 20:57:42,the denture is clean,denture,2,7,noun_predicative,noun,EasySentence,Noise4,0,0.5554,4,s1,p2,s2,p1,,1,10.7212,,,,1,
427,2016-08-30 20:57:42,his warm sock,warm,7,5,adj_phrase,adjective,EasySentence,Noise4,0,0.5447,5,s2,un,un,p2,p1,0,27.1534,his worn sock,p1,mp,3,
427,2016-08-30 20:57:42,the man weeds,weed,3,4,verb_intransitive,verb,EasySentence,Noise4,0,0.5607,3,p1,p2,s1,,,1,10.3893,,,,1,
427,2016-08-30 20:57:42,the man is strong,strong,8,4,adj_sentence,adjective,EasySentence,Noise4,0,0.55,5,p2,un,un,p1,p3,1,7.1475,,,,0,
427,2016-08-30 20:57:42,beneath the dog,beneath,3,2,prep_phrase,preposition,EasySentence,Noise4,0,0.5607,2,foil 2,foil 1,,,,1,11.812,,,,1,
427,2016-08-30 20:57:42,the top shelf,top,8,4,adj_phrase,adjective,EasySentence,Noise4,0,0.55,5,s2,un,p1,s1,p2,1,4.9277,,,,0,
428,2016-08-30 21:03:18,an old sock,sock,5,7,noun_attributive,noun,Word,NoNoise,1,0.1964,2,s1,p1,,,,0,18.141,an old rock,p1,target,1,
428,2016-08-30 21:03:18,the cute cub,cub,5,7,noun_attributive,noun,Word,NoNoise,1,0.1964,2,s1,p1,,,,1,9.1467,,,,1,
428,2016-08-30 21:03:18,the warm hut,hut,6,6,noun_attributive,noun,Word,NoNoise,1,0.2018,2,p1,s1,,,,0,19.3471,the warm mug,p1,mp,2,
428,2016-08-30 21:03:18,the white fog,fog,6,7,noun_attributive,noun,Word,NoNoise,1,0.1643,2,s1,p1,,,,1,3.8507,,,,0,
428,2016-08-30 21:03:18,the elaborate vest,vest,5,7,noun_attributive,noun,Word,NoNoise,1,0.1964,2,p1,s1,,,,1,6.2939,,,,1,
428,2016-08-30 21:03:18,clove,clove,4,6,noun_1syll_word,noun,Word,NoNoise,1,0.2661,2,p1,s1,,,,1,5.4087,,,,0,
428,2016-08-30 21:03:18,grin,grin,5,6,noun_1syll_word,noun,Word,NoNoise,1,0.2339,2,p1,s1,,,,1,6.3441,,,,1,
428,2016-08-30 21:03:18,phone,phone,8,7,noun_1syll_word,noun,Word,NoNoise,1,0.1,2,s1,p1,,,,1,6.5146,,,,1,
428,2016-08-30 21:03:18,fire,fire,8,7,noun_1syll_word,noun,Word,NoNoise,1,0.1,2,s1,p1,,,,1,7.6856,,,,1,
428,2016-08-30 21:03:18,fort,fort,5,7,noun_1syll_word,noun,Word,NoNoise,1,0.1964,2,p1,s1,,,,1,7.548,,,,1,
428,2016-08-30 21:03:18,cuff,cuff,4,7,noun_1syll_word,noun,Word,NoNoise,1,0.2286,2,p1,s1,,,,1,4.5681,,,,0,
428,2016-08-30 21:03:18,gnome,gnome,4,7,noun_1syll_word,noun,Word,NoNoise,1,0.2286,2,s1,p1,,,,1,6.5996,,,,1,
428,2016-08-30 21:03:18,sack,sack,6,7,noun_1syll_word,noun,Word,NoNoise,1,0.1643,2,s1,p1,,,,1,9.3882,,,,2,
428,2016-08-30 21:03:18,point,point,8,4,noun_1syll_word,noun,Word,NoNoise,1,0.2125,2,s1,p1,,,,1,6.9439,,,,1,
428,2016-08-30 21:03:18,a curve,curve,5,6,noun_1syll_phrase,noun,Word,NoNoise,1,0.2339,2,s1,p1,,,,0,13.8164,a line,s1,coord,1,
429,2016-08-30 21:07:31,The adult kneels on the floor,kneel,4,6,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5661,3,p1,s1,p3,,,1,41.1018,,,,3,
429,2016-08-30 21:07:31,the lady looks in the garden,look,8,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.55,3,s1,p1,s2,,,1,9.2603,,,,1,
429,2016-08-30 21:07:31,she completes the race,complete,6,3,verb_transitive,verb,HardSentence,NoNoise,0,0.5393,2,s1,s2,,,,1,5.9302,,,,0,
429,2016-08-30 21:07:31,the lady secures the meat in the butchers,secure,6,3,verb_transitivePP,verb,HardSentence,NoNoise,0,0.5393,2,p1,un,,,,1,9.4499,,,,1,
429,2016-08-30 21:07:31,he secures the boy,secure,6,3,verb_transitive,verb,HardSentence,NoNoise,0,0.5393,2,un,p1,,,,1,11.7267,,,,1,
429,2016-08-30 21:07:31,the couple argue at the weekend,argue,6,3,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5393,2,p1,s2,,,,1,4.3021,,,,0,
429,2016-08-30 21:07:31,The person holds the laundry,hold,8,5,verb_transitive,verb,HardSentence,NoNoise,0,0.55,4,s3,p1,un,un,,0,19.1496,The person irons the laundry,un,un,2,
429,2016-08-30 21:07:31,He works in safety,safety,7,2,noun_transitive_end,noun,HardSentence,NoNoise,0,0.5447,2,un,p1,,,,1,6.625,,,,1,
429,2016-08-30 21:07:31,the man deals the cards,deals,6,5,verb_transitive,verb,HardSentence,NoNoise,0,0.5393,3,p1,s1,p2,,,1,5.0434,,,,0,
429,2016-08-30 21:07:31,the person showers in the forest,shower,7,6,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5447,4,p2,p3,p1,s1,,1,20.7821,,,,2,
429,2016-08-30 21:07:31,the man drills on the deck,drill,4,6,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5661,3,p2,un,p1,,,1,10.4187,,,,1,
429,2016-08-30 21:07:31,the man drums in his free time,drum,6,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5393,3,s1,p2,p1,,,1,11.9567,,,,1,
429,2016-08-30 21:07:31,he locks the door,lock,6,7,verb_transitive,verb,HardSentence,NoNoise,0,0.5393,4,un,p1,s1,s2,,0,42.8249,he blocks the door,p1,mp,3,
429,2016-08-30 21:07:31,the boy washes on his birthday,wash,7,6,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5447,4,p1,s1,p3,p2,,1,10.2615,,,,1,
429,2016-08-30 21:07:31,The man cleans the plate,clean,6,5,verb_transitive,verb,HardSentence,NoNoise,0,0.5393,3,s2,s1,p2,,,1,8.0904,,,,1,
430,2016-08-30 21:13:15,The child plays,play,8,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.55,5,p2,s2,p3,s1,p1,1,10.125,,,,1,
430,2016-08-30 21:13:15,his top is bright,bright,7,5,adj_sentence,adjective,EasySentence,NoNoise,0,0.5447,5,p1,p2,un,s2,un,1,8.988,,,,1,
430,2016-08-30 21:13:15,the denture is clean,denture,2,7,noun_predicative,noun,EasySentence,NoNoise,0,0.5554,4,s2,p2,s1,p1,,1,8.9027,,,,1,
430,2016-08-30 21:13:15,a sharp pencil,sharp,7,5,adj_phrase,adjective,EasySentence,NoNoise,0,0.5447,5,un,s1,s2,p1,un,1,21.9338,,,,0,
430,2016-08-30 21:13:15,his warm sock,warm,7,5,adj_phrase,adjective,EasySentence,NoNoise,0,0.5447,5,p2,un,un,s2,p1,0,25.9209,his torn sock,p2,close,1,
430,2016-08-30 21:13:15,the man relaxes,relax,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.5447,4,p2,p1,un,s1,,1,5.2681,,,,0,
430,2016-08-30 21:13:15,the man travels,travel,7,5,verb_intransitive,verb,EasySentence,NoNoise,0,0.5447,5,un,un,p1,s1,s2,1,6.0777,,,,0,
430,2016-08-30 21:13:15,the bird is free,free,8,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.55,4,p1,s1,p2,un,,1,6.2243,,,,0,
430,2016-08-30 21:13:15,the top shelf,top,8,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.55,5,s2,un,s1,p1,p2,1,9.651,,,,1,
430,2016-08-30 21:13:15,her mum is busy,busy,8,2,adj_sentence,adjective,EasySentence,NoNoise,0,0.55,4,p2,p1,un,s1,,1,5.5447,,,,0,
430,2016-08-30 21:13:15,his sock is worn,worn,6,4,adj_sentence,adjective,EasySentence,NoNoise,0,0.5393,4,s1,un,p1,un,,1,12.1463,,,,1,
430,2016-08-30 21:13:15,The man leans,leans,5,4,verb_intransitive,verb,EasySentence,NoNoise,0,0.5714,4,p2,p1,s1,p3,,1,10.4668,,,,1,
430,2016-08-30 21:13:15,a blunt pencil,blunt,5,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.5714,4,un,s2,p1,s1,,1,22.4008,,,,2,
430,2016-08-30 21:13:15,the young man,young,8,4,adj_phrase,adjective,EasySentence,NoNoise,0,0.55,5,p2,s1,p1,s2,p3,0,37.5779,the strong man,p2,distant,3,
430,2016-08-30 21:13:15,the man deals,deal,7,3,verb_intransitive,verb,EasySentence,NoNoise,0,0.5447,4,p2,s1,p3,p1,,0,18.5204,the man kneels,p2,mp,2,
431,2016-08-30 21:18:39,she has lots of freckles,freckles,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.5607,3,p1,s1,s2,,,1,9.9622,,,,1,
431,2016-08-30 21:18:39,he uses the mouthwash,mouthwash,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.5607,3,s1,s2,p1,,,1,18.9143,,,,2,
431,2016-08-30 21:18:39,The person holds the laundry,hold,8,5,verb_transitive,verb,HardSentence,NoNoise,0,0.55,4,s3,p1,un,un,,1,6.4515,,,,0,
431,2016-08-30 21:18:39,the unhappy child thinks,unhappy,6,2,adj_intrans_sent,adjective,HardSentence,NoNoise,0,0.5768,2,s2,s1,,,,0,13.7244,The happy child thinks,s1,sem,1,
431,2016-08-30 21:18:39,she holds the egg shell,eggshell,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.5607,3,p3,p1,s1,,,1,9.5696,,,,1,
431,2016-08-30 21:18:39,they need the aerial,aerial,3,5,noun_intransitivePPend,noun,HardSentence,NoNoise,0,0.5607,2,s1,p1,,,,1,13.1206,,,,1,
431,2016-08-30 21:18:39,The person sands the foot,sand,3,5,verb_transitive,verb,HardSentence,NoNoise,0,0.5607,2,p1,s2,,,,1,10.1213,,,,1,
431,2016-08-30 21:18:39,the person rows the boat,row,3,5,verb_transitive,verb,HardSentence,NoNoise,0,0.5607,2,p1,s1,,,,1,11.181,,,,1,
431,2016-08-30 21:18:39,the man blocks the door,block,6,4,verb_transitive,verb,HardSentence,NoNoise,0,0.5768,3,s1,p2,p1,,,1,5.798,,,,0,
431,2016-08-30 21:18:39,The guy sands at work,sand,3,5,verb_intransitivePP,verb,HardSentence,NoNoise,0,0.5607,2,s1,p1,,,,1,8.331,,,,1,
431,2016-08-30 21:18:39,he uses a dustpan,dustpan,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.5607,3,s2,s1,p1,,,1,11.907,,,,1,
431,2016-08-30 21:18:39,the man uses a crutch when he needs to,crutch,3,7,noun_transitivePP,noun,HardSentence,NoNoise,0,0.5607,3,s2,s1,p1,,,1,9.1374,,,,1,
431,2016-08-30 21:18:39,he uses the bagpipe,bagpipe,3,7,noun_transitive_end,noun,HardSentence,NoNoise,0,0.5607,3,s1,s2,p1,,,1,7.7393,,,,1,
431,2016-08-30 21:18:39,she removes the cobweb,cobwen,3,7,noun_intransitivePPend,noun,HardSentence,NoNoise,0,0.5607,3,un,s1,s2,,,1,6.3293,,,,0,
431,2016-08-30 21:18:39,the person rows the boat on holiday,row,3,5,verb_transitivePP,verb,HardSentence,NoNoise,0,0.5607,2,s1,p1,,,,1,10.3477,,,,1,
432,2016-08-31 08:21:46,the man organises,organise,6,3,verb_intransitive,verb,EasySentence,NoNoise,1,0.4268,2,s1,p1,,,,1,8.9552,,,,0,
432,2016-08-31 08:21:46,the person dies,die,7,4,verb_intransitive,verb,EasySentence,NoNoise,1,0.3572,2,p1,s1,,,,1,6.1096,,,,0,
432,2016-08-31 08:21:46,the man bends,bend,6,5,verb_intransitive,verb,EasySentence,NoNoise,1,0.3518,2,p1,s1,,,,0,10.0988,the man blends,p1,mp,0,
432,2016-08-31 08:21:46,she ties,tie,6,7,verb_intransitive,verb,EasySentence,NoNoise,1,0.2768,2,p1,s1,,,,1,7.0263,,,,0,
432,2016-08-31 08:21:46,The person glows,glow,3,4,verb_intransitive,verb,EasySentence,NoNoise,1,0.4857,2,p1,s1,,,,1,4.8715,,,,0,
432,2016-08-31 08:21:46,he packs,pack,6,5,verb_intransitive,verb,EasySentence,NoNoise,1,0.3518,2,s1,p1,,,,1,6.5946,,,,0,
432,2016-08-31 08:21:46,the dead bug,dead,8,6,adj_phrase,adjective,EasySentence,NoNoise,1,0.25,2,p1,s1,,,,1,4.0748,,,,0,
432,2016-08-31 08:21:46,the first girl,first,8,4,adj_phrase,adjective,EasySentence,NoNoise,1,0.325,2,s1,p1,,,,1,4.1985,,,,0,
432,2016-08-31 08:21:46,the bad boy,bad,8,1,adj_phrase,adjective,EasySentence,NoNoise,1,0.4375,2,s1,p1,,,,1,4.0288,,,,0,
432,2016-08-31 08:21:46,the poor man,poor,8,3,adj_phrase,adjective,EasySentence,NoNoise,1,0.3625,2,s1,p1,,,,1,4.7429,,,,0,
432,2016-08-31 08:21:46,the silent woman,silent,6,5,adj_phrase,adjective,EasySentence,NoNoise,1,0.3518,2,p1,s1,,,,1,6.7526,,,,0,
432,2016-08-31 08:21:46,the violent woman,violent,6,4,adj_phrase,adjective,EasySentence,NoNoise,1,0.3893,2,s1,p1,,,,1,4.535,,,,0,
432,2016-08-31 08:21:46,the serious person,serious,8,2,adj_phrase,adjective,EasySentence,NoNoise,1,0.4,2,s1,p1,,,,1,5.68,,,,0,
